unit_id,sentences,code,coder1,coder2,coder3,coder4,coder5,dataset,document_id,text,url,concreteness,concr_ratings,subjectivity_2-class,subjectivity_4-class
B1654_3,3-3,mpos,intermediate concreteness,low concreteness,low concreteness,low concreteness,low concreteness,CD_B,B1654,An vielen Stellen ist er z.B. zu schmal und die Radwegführung sollte besser gelöst werden.,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radweg-kaiserstrasse-ausbauen,low concreteness,"[1, 0, 0, 0, 0]",0,1
B1655_1,1-1,mpos,intermediate concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1655,Schutzstreifen als Warnhinweis auf den Radverkehr im Bereich der Kurve in der Einbahnstraße,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/schutzstreifen-als-warnhinweis-auf-den-radverkehr-im-bereich-der-kurve-der,high concreteness,"[1, 2, 2, 2, 2]",0,1
B1655_2,2-4,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1655,"Die Straße ist als Einbahnstraße in Gegenrichtung für Räder freigegeben. Autofahrer fahren hier aber meist weit links und auch oft zu schnell und rechnen nicht mit entgegenkommenden Radfahrern, die sie wegen der Kurve auch gar nicht sehen können. Das Sichtfahrgebot wird hier häufig von Autofahrern missachtet.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/schutzstreifen-als-warnhinweis-auf-den-radverkehr-im-bereich-der-kurve-der,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1655_3,5-5,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1655,Die könnte durch die Markierung eines entsprechenden Schutzstreifen in Gegenrichtung im Bereich vor (aus Sicht des Autofahrers) und in der Kurve entschärft werden.,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/schutzstreifen-als-warnhinweis-auf-den-radverkehr-im-bereich-der-kurve-der,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1656_1,2-2,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1656,"Die Pflasterung an der Stelle ist zu grobmaschig für einen komfortablen Fahrradweg, besonders mit kleinen 20-Reifen.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/pflasterung,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1657_1,1-1,premise,low concreteness,high concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,CD_B,B1657,Kein Fahrradweg vorhanden,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/kein-fahrradweg-vorhanden,intermediate concreteness,"[0, 2, 1, 1, 1]",1,2
B1657_2,2-4,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1657,Entlang eines Naherholungsgebietes befindet sich lediglich eine Hauptverkehrsstraße mit wenig Aufenthalt für Fußgänger und Radfahrer. Der Radfahrer soll dabei auf dem Fußweg fahren. Dieser ist teilweise nicht mal einen Meter breit und besteht aus schiefen Gehwegplatten.,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/kein-fahrradweg-vorhanden,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1657_3,5-6,mpos,high concreteness,intermediate concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1657,Ein ordentlicher Fahrradweg könnte hier zusätzlich eine schnelle Radverbindung in die Innenstadt darstellen auf dessen Weg auch noch neben dem Naherholungsgebiet zahlreiche Supermärkte gelegen sind. Anders herum würden zentrale Einrichtungen wie das Jobcenter in Duisdorf eine verbesserte Anbindung an die Innenstadt erhalten.,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/kein-fahrradweg-vorhanden,high concreteness,"[2, 1, 2, 2, 2]",0,1
B1658_1,1-1,premise,low concreteness,intermediate concreteness,low concreteness,intermediate concreteness,intermediate concreteness,CD_B,B1658,Fahrbahn sanierungsbedürftig,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrbahn-sanierungsbeduerftig,intermediate concreteness,"[0, 1, 0, 1, 1]",1,2
B1658_2,2-4,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1658,"Die Prinz-Albert-Straße ist durchgehend dringend sanierungsbedürftig. Besonders im Fahrradstraßenabschnitt, kann man den vielen Huckeln und Schlaglöschern nur schwer ausweichen. Das macht das Fahren nicht nur unkomfortabel, sondern führt auch zu einer schwer vorherzusehenden Slalom-Fahrweise.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrbahn-sanierungsbeduerftig,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1659_1,1-1,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1659,Rückverlegung der Haltelinien des Kfz-Verkehrs an den Ampeln im Zuge der Bornheimer Straße um mindestens 10 m,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/rueckverlegung-der-haltelinien-des-kfz-verkehrs-den-ampeln-im-zuge-der,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1659_2,2-2,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1659,"Rückverlegung der Haltelinien des Kfz-Verkehrs an der Ampel im Zuge der Bornheimer Straße um mindestens 10 m, damit man den vorgezogenen Wartebereich für Linksabbieger Richtung Viktoriabrücke auch sicher vom Schutzstreifen erreichen kann.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/rueckverlegung-der-haltelinien-des-kfz-verkehrs-den-ampeln-im-zuge-der,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1659_3,3-5,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1659,"Wenn man kurz vor der Grünphase dort ankommt und nach links rüberwechseln möchte, passiert es oft, dass die Autos schon losfahren - lebensgefährlich! Und man muss eine scharfen Schwenk um 90 Grad machen, weil der Wartebereich für den Radverkehr unsinnig schmal ist. Man kann übrigens auch die Ampel dort fast gar nicht erkennen, wenn man vorn an der Linie mit dem Fahrrad steht.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/rueckverlegung-der-haltelinien-des-kfz-verkehrs-den-ampeln-im-zuge-der,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1660_1,1-1,mpos,low concreteness,high concreteness,low concreteness,low concreteness,low concreteness,CD_B,B1660,Grünrückschnitt,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/gruenrueckschnitt,low concreteness,"[0, 2, 0, 0, 0]",1,2
B1660_2,2-2,mpos,high concreteness,high concreteness,high concreteness,intermediate concreteness,intermediate concreteness,CD_B,B1660,Hier müsste zwischen Nachtigallenweg und Oderstraße das Grün zurückgeschnitten werden-,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/gruenrueckschnitt,high concreteness,"[2, 2, 2, 1, 1]",1,2
B1661_1,1-1,premise,intermediate concreteness,high concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,CD_B,B1661,Haltestellenhäuschen versperrt Fuß- und Radweg,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/haltestellenhaeuschen-versperrt-fuss-und-radweg,intermediate concreteness,"[1, 2, 1, 1, 1]",0,1
B1661_2,2-4,premise,high concreteness,high concreteness,intermediate concreteness,high concreteness,high concreteness,CD_B,B1661,"Auch hier befindet sich mal wieder kein Radweg und der Radler soll auf den Fußweg ausweichen. Hier ist dieser wenigstens so breit, dass es eigentlich kein Problem wäre, wenn da nicht mitten auf dem Weg ein Bushäuschen den weg versperren würde. Aber immerhin wurde dieses bereits mit rot/weißem Warnband abgeklebt, damit soll wohl verhindert werden, dass der Fahrradfahrer nicht dagegen fährt....",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/haltestellenhaeuschen-versperrt-fuss-und-radweg,high concreteness,"[2, 2, 1, 2, 2]",0,1
B1662_1,1-1,premise,low concreteness,low concreteness,low concreteness,intermediate concreteness,low concreteness,CD_B,B1662,Straßenbelag ist eine Zumutung,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/strassenbelag-ist-eine-zumutung,low concreteness,"[0, 0, 0, 1, 0]",0,1
B1662_2,2-2,premise,low concreteness,intermediate concreteness,low concreteness,low concreteness,low concreteness,CD_B,B1662,Das ist wie Trailfahren mit dem Mountainbike.,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/strassenbelag-ist-eine-zumutung,low concreteness,"[0, 1, 0, 0, 0]",0,1
B1662_3,3-3,mpos,low concreteness,low concreteness,low concreteness,intermediate concreteness,intermediate concreteness,CD_B,B1662,Bitte ausbessern!,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/strassenbelag-ist-eine-zumutung,low concreteness,"[0, 0, 0, 1, 1]",1,2
B1663_1,1-1,mpos,high concreteness,high concreteness,high concreteness,high concreteness,intermediate concreteness,CD_B,B1663,"Das Drängelgitter an dem Fuß-und Radweg so platzieren, dass man auch mit einem Kinderanhänger durchkommt",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/das-draengelgitter-dem-fuss-und-radweg-so-platzieren-dass-man-auch-mit,high concreteness,"[2, 2, 2, 2, 1]",0,1
B1663_2,2-2,mpos,high concreteness,high concreteness,high concreteness,high concreteness,intermediate concreteness,CD_B,B1663,"Das Drängelgitter an dem Fuß-und Radweg so platzieren, dass man auch mit einem Kinderanhänger durchkommt.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/das-draengelgitter-dem-fuss-und-radweg-so-platzieren-dass-man-auch-mit,high concreteness,"[2, 2, 2, 2, 1]",0,1
B1664_1,1-1,premise,intermediate concreteness,high concreteness,intermediate concreteness,low concreteness,intermediate concreteness,CD_B,B1664,Grünüberwuchs im Schutzstreifen,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/gruenueberwuchs-im-schutzstreifen,intermediate concreteness,"[1, 2, 1, 0, 1]",1,2
B1664_2,2-4,premise,high concreteness,high concreteness,intermediate concreteness,high concreteness,intermediate concreteness,CD_B,B1664,"Der Schutzstreifen ist an vielen Stellen zugewachsen. Unkundige Radfahrende haben im unübersichtlichen Kurvenbereich dann plötzlich ein Hindernis vor sich und müssen spontan nach links ausweichen. Überholt dort gerade ein PKW, kann das sehr gefährlich werden.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/gruenueberwuchs-im-schutzstreifen,high concreteness,"[2, 2, 1, 2, 1]",1,2
B1665_1,1-1,premise,low concreteness,intermediate concreteness,low concreteness,low concreteness,low concreteness,CD_B,B1665,Fahrbahnschäden,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrbahnschaeden,low concreteness,"[0, 1, 0, 0, 0]",0,1
B1665_2,2-5,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1665,"Die Fahrbahn ist beschädigt, sodass eine permanente Pfütze entsteht. Zusätzlich ist der Oberflächenbelag sehr rutschig, was durch die nässe noch verschärft wird. Anschließend wird der Radfahrer in Richtung Innenstadt wieder auf einen Gehweg geführt der nicht einsehbar ist und zahlreiche Einfahrten hat sowie eine Bushaltestelle. Insgesamt ist die Radverkehrsführung hier eher traurig!",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrbahnschaeden,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1666_1,1-1,premise,intermediate concreteness,intermediate concreteness,intermediate concreteness,low concreteness,intermediate concreteness,CD_B,B1666,Verkehrsbezieung Nordstadt/Altstadt/Innenstadt - Poppelsdorf/Südstadt ist eine Katastrophe,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/verkehrsbezieung-nordstadtaltstadtinnenstadt-poppelsdorfsuedstadt-ist-eine,intermediate concreteness,"[1, 1, 1, 0, 1]",0,1
B1666_2,3-7,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1666,"Der Verkehr aus der Altstadt kommend wird sinnigerweise im Florentiusgraben (wenn auch brandgefährlich durch die zahlreichen PKW-Abkürzer, insb. Taxen) gebündelt, doch dann geht es nicht weiter. Die meisten Radfahrer, so auch ich, nutzen dann den Parkplatz am Bonner Loch um in die nördliche Überführung am Hauptbahnhof zu gelangen. Erlaubt ist das ganze allerdings nicht. Dies führt immer wieder zu gefährlichen Situation und gibt mir Rätsel auf, ja, ärgert mich maßlos. Bei der Verkehrsbeziehung Altstadt-Poppelsdorf (Uni!) handelt es sich um eine im Bonner Radverkehr sehr zentrale Achse, die auf legale Weise nicht befahren werden kann.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/verkehrsbezieung-nordstadtaltstadtinnenstadt-poppelsdorfsuedstadt-ist-eine,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1666_3,9-11,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1666,"Gleichzeitig findet man sich in umgekehrter Fahrtrichtung, von der Poppelsdorfer Allee kommend vor dem Hauptbahnhof häufig zwischen Bussen, Straßenbahnen und ungeduldigen Autorfahrern eingeklemmt. Schon mehrmals bin ich an dieser Stelle Unfällen nur sehr knapp entgangen. Hier gibt es zwei PKW-Spuren, aber keine (!) für Radfahrer.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/verkehrsbezieung-nordstadtaltstadtinnenstadt-poppelsdorfsuedstadt-ist-eine,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1667_1,1-1,premise,intermediate concreteness,high concreteness,intermediate concreteness,high concreteness,high concreteness,CD_B,B1667,Sicherheitsstreifen viel zu schmal - Fahrbahn stark beschädigt,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/sicherheitsstreifen-viel-zu-schmal-fahrbahn-stark-beschaedigt,high concreteness,"[1, 2, 1, 2, 2]",1,2
B1667_2,2-4,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1667,Wenn überhaupt vorhanden ist der Sicherheitsstreifen auf der Endenicher Straße viel zu schmal. Man wird immer wieder knapp von Autos überholt. Kurz vor der Viktoriabrücke wird der eh schon schlechte Zustand der Straße mit eher schlecht geflickten Schlaglöchern auf dem Sicherheitsstreifen abgerundet.,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/sicherheitsstreifen-viel-zu-schmal-fahrbahn-stark-beschaedigt,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1668_1,1-1,mpos,intermediate concreteness,intermediate concreteness,low concreteness,intermediate concreteness,intermediate concreteness,CD_B,B1668,Ampelschaltungen anpassen!,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ampelschaltungen-anpassen,intermediate concreteness,"[1, 1, 0, 1, 1]",0,1
B1668_2,2-2,premise,intermediate concreteness,intermediate concreteness,high concreteness,high concreteness,intermediate concreteness,CD_B,B1668,"Die Fußgängerampel (Für Radfahrende die einzige zumutbare Querungsmöglichkeit Richtung Bonner Talweg) hat zwei gravierende Nachteile, die zu Rotlichtverstößen führen:",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ampelschaltungen-anpassen,intermediate concreteness,"[1, 1, 2, 2, 1]",1,2
B1668_3,3-3,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1668,"1. Die Schaltung sollte abends/nachts dringend an die geringe Verkehrsbelastung angepasst werden, also schneller auf grün schalten.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ampelschaltungen-anpassen,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1668_4,4-4,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1668,"Die Straße ist dort teilweise komplett leer, trotzdem soll man drei Minuten auf grün warten.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ampelschaltungen-anpassen,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1668_5,5-5,mpos,high concreteness,high concreteness,intermediate concreteness,high concreteness,intermediate concreteness,CD_B,B1668,2. Keine Bettelampel!,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ampelschaltungen-anpassen,high concreteness,"[2, 2, 1, 2, 1]",1,2
B1668_6,6-8,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1668,"Wenn man auch nur eine Sekunde nachdem PKW grün bekommen den Ampelknopf drückt, bekommt man zu Fuß kein grün, obwohl nichts dagegen spräche. Man muss dann noch eine ewig lange Phase abwarten. So steht man (geschätzt) 3-4 Minuten an einer Ampel.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ampelschaltungen-anpassen,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1669_1,2-5,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1669,"In Bonn fehlt eine öffentliche Fahrradgarage in der Nähe der Kennedybrücke. Die Radstation in der Quantiusstr. ist , wenn man z.B. aus Beuel kommt, nur schwer zu erreichen. Die zunehmende Nutzung von E-Bikes lässt es sinnvoll erscheinen, dass auch für Fahrräder eine bewachte Unterstellmöglichkeit geboten wird, wie es in holländischen Städten längst üblich ist. Für das gesamte Stadtbild wäre dies von Vorteil; momentan ist jeder Baum, jedes Baugitter, jeder Laternenpfahl mit Fahrrädern zugestellt.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrradgarage,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1669_2,4-4,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1669,"Die zunehmende Nutzung von E-Bikes lässt es sinnvoll erscheinen, dass auch für Fahrräder eine bewachte Unterstellmöglichkeit geboten wird, wie es in holländischen Städten längst üblich ist.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrradgarage,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1670_1,1-1,premise,low concreteness,intermediate concreteness,intermediate concreteness,low concreteness,intermediate concreteness,CD_B,B1670,Kreisel mit Kopfsteinpflaster,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/kreisel-mit-kopfsteinpflaster,intermediate concreteness,"[0, 1, 1, 0, 1]",1,2
B1670_2,2-3,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1670,"Das Überqueren der Kreuzung Kreisel) ist gefählich, da man dort nicht geradeaus fahren kann. Das Pflaster besteht an dieser Stelle aus Kopfstein, der teilweise lose ist, hoch steht und bei Regen extrem glatt ist.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/kreisel-mit-kopfsteinpflaster,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1670_3,4-4,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1670,Entweder den Kreisel entfernen oder die Fläche normal ashaltieren würde helfen.,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/kreisel-mit-kopfsteinpflaster,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1671_1,1-1,premise,intermediate concreteness,intermediate concreteness,intermediate concreteness,high concreteness,high concreteness,CD_B,B1671,Radweg zu schmal - schlechter Zustand,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radweg-zu-schmal-schlechter-zustand,intermediate concreteness,"[1, 1, 1, 2, 2]",1,2
B1671_2,2-6,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1671,"Der Radweg wird in Richtung Norden immer schmaler, obwohl es ein Zweirichtungsradweg ist. Auch der Zustand ist teilweise sehr schlecht. Bei Dunkelheit wird man durch die schlechte Beleuchtung auch noch durch plötzlich auftretende Schlaglöcher bzw. Bodenwellen überrascht. Dazu kommt noch eine Baustelle am Römerbad. Anfangs wurde nicht mal ein Schild aufgestellt, sodass der Bauzaun mitten auf dem Radweg im Dunkeln nur zu erahnen war.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radweg-zu-schmal-schlechter-zustand,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1672_1,2-4,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1672,"Das Stück von der Friedrich-Ebert-Brücke bis zum Rheindorfer Hafen ist viel zu schmal. Zur Zeit gibt es dort auch noch zusätzlich eine Verengung durch Bauarbeiten. In der letzen Kurve stehen 5 Pöller und weisen auf eine Sackgasse, obwohl dort heine Strasse weiterführt.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/uferweg-von-kenedybruecke-bis-rheindorfer-hafen,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1672_2,6-8,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1672,"Vorschlag: Langfristig wäre eine Verbreiterung des Wegen sinnvoll. Im Moment sollte man die Radfahrer hinweisen, dass es an dieser Stelle eng wird. Umleitung vorschlagen.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/uferweg-von-kenedybruecke-bis-rheindorfer-hafen,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1672_3,9-12,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1672,"Der restliche Uferweg ist ausreichend breit, wird aber nicht sinvoll eingeteilt. Der Radweg ist zu schmal und geht mitten durch die Wegfläche. Fussgänger laufen daher oft quer oder auf dem Radweg. Auch Bänke und Ruheflächen sind so angeordnet, dass der Radweg überquert werden muß.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/uferweg-von-kenedybruecke-bis-rheindorfer-hafen,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1672_4,13-15,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1672,Hier sollte der Bereich der Fußgänger nur auf einer Seite des Radweges möglich sein. Bänke sollten nicht im Radweg stehen. Eventuell Integration in die seitlichen Abgrenzungen.,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/uferweg-von-kenedybruecke-bis-rheindorfer-hafen,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1672_5,16-16,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1672,"Alternativ kann man parallel auch über die Karl-Legend-Strasse oder Römerstrasse fahren, aber nach dem Hafengebiet wird es wieder eng am Rheinufer oder besonders in der Estermannstrasse.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/uferweg-von-kenedybruecke-bis-rheindorfer-hafen,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1672_6,17-17,mpos,intermediate concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1672,"Da sollte man über ein Fahrradstrasse nachdenken, wie es teilweise bereits an der Rheindorfer Burg gemacht wurde.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/uferweg-von-kenedybruecke-bis-rheindorfer-hafen,high concreteness,"[1, 2, 2, 2, 2]",0,1
B1672_7,18-18,premise,intermediate concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1672,Allerdings queren dort auch normale Strassen und Autofahrer habe ich dort sehr agressiv erlebt.,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/uferweg-von-kenedybruecke-bis-rheindorfer-hafen,high concreteness,"[1, 2, 2, 2, 2]",0,1
B1673_1,1-1,premise,intermediate concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1673,Zu schmaler Schutzstreifen entlang von parkenden Autos,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/zu-schmaler-schutzstreifen-entlang-von-parkenden-autos,high concreteness,"[1, 2, 2, 2, 2]",0,1
B1673_2,2-4,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1673,Auch hier wie an vielen Stellen ist der Schutzstreifen viel zu schmal. Entlang von parkenden Autos muss man gleichzeitig drauf achten nicht vom fließenden Verkehr geschnitten zu werden oder eine Autotür ins Gesicht zu bekommen. Beides kann tödlich enden!,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/zu-schmaler-schutzstreifen-entlang-von-parkenden-autos,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1674_1,1-1,premise,low concreteness,high concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,CD_B,B1674,Fehlender Radweg,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fehlender-radweg,intermediate concreteness,"[0, 2, 1, 1, 1]",1,2
B1674_2,2-7,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1674,"Auf dem Bonner Talweg fehlt ein durchgehender Radweg. Besonders zwischen den Einmündungen Bismarckstraße und Weberstraße gibt es für Radfahrer kein sicheres Durchkommen. In zweiter Reihe parken Lieferwagen und die Autos der Kunden, die mal eben schnell zum Bäcker wollen. In der Mitte der Straße fahren die Straßenbahnen. Radfahrer müssen sich zwischen öffnenden Autotüren und den Straßenbahnschienen durchschlängeln. Hier kommt es oft zu gefährlichen Situationen und Unfällen, weil die Radfahrer in den Schienen hängenbleiben.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fehlender-radweg,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1674_3,8-8,mpos,high concreteness,high concreteness,intermediate concreteness,high concreteness,intermediate concreteness,CD_B,B1674,Die Stadt muss das Parken in zweiter Reihe ahnden und Fahrradstreifen in beide Richtungen abseits der Schienen sicherstellen.,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fehlender-radweg,high concreteness,"[2, 2, 1, 2, 1]",1,2
B1674_4,9-10,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1674,"Der Bonner Talweg verfügt über alle Arten von Geschäften für den täglichen Gebrauch. Da ohnehin die meisten Kunden mit dem Fahrrad aus dem Viertel kommen, sollte die Stadt hier auch Fahrradabstellplätze schaffen.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fehlender-radweg,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1674_5,10-10,mpos,high concreteness,low concreteness,high concreteness,intermediate concreteness,high concreteness,CD_B,B1674,"Da ohnehin die meisten Kunden mit dem Fahrrad aus dem Viertel kommen, sollte die Stadt hier auch Fahrradabstellplätze schaffen.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fehlender-radweg,intermediate concreteness,"[2, 0, 2, 1, 2]",1,3
B1675_1,1-1,mpos,low concreteness,low concreteness,low concreteness,high concreteness,intermediate concreteness,CD_B,B1675,Radfahrstreifen,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radfahrstreifen,intermediate concreteness,"[0, 0, 0, 2, 1]",1,3
B1675_2,2-2,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1675,Bei Stau halten in der Oxfordstraße oft Autos ohne ersichtlichen Grund auf dem Schutzstreifen und man steht als Radfahrer unnötig mit im Stau.,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radfahrstreifen,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1675_3,3-3,mpos,intermediate concreteness,high concreteness,high concreteness,high concreteness,intermediate concreteness,CD_B,B1675,Ein Radfahrstreifen würde vielleicht Abhilfe schaffen.,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radfahrstreifen,high concreteness,"[1, 2, 2, 2, 1]",1,2
B1676_1,1-1,mpos,intermediate concreteness,high concreteness,intermediate concreteness,intermediate concreteness,high concreteness,CD_B,B1676,Radfahrstreifen statt Schutzstreifen,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radfahrstreifen-statt-schutzstreifen,intermediate concreteness,"[1, 2, 1, 1, 2]",1,2
B1676_2,2-2,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1676,"Besonders im Berufsverkehr ist für Radfahrer die Fahrt auf dem Schutzstreifen in der Bornheimerstraße oft versperrt, weil Autos und Busse bei Stau einfach darauf anhalten.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radfahrstreifen-statt-schutzstreifen,high concreteness,"[2, 2, 2, 2, 2]",0,0
